Tract Code (id),City,Median Age,Median Household Income,Percent People in Poverty,Population Density (Persons/Acre),# of Nearby Restaurants,# of Nearby Coffee Shops,# of Nearby Mosques,lat,lon,transit_stops,pedestrian_score,county_id,income_bracket,density_bracket,restaurant_to_coffee_ratio,coffee_shop_density,potential_demand_index,mosque_index,affordability_index,success_score
1045,Flat Rock(Wayne),0.2803970223325062,0.2054950341472626,0.2963409521336375,0.11552374240686533,1.0,0.45,0.10526315789473684,42.3218705,-83.05464879,0.0,0.30984808800419067,163.0,Upper-Middle,Low,2.2222172839615912,1.2984231505292312e-05,1.2325521181289972e-06,0.0018097227241062259,6.934388893226741e-07,0.14701927842051735
1055,Gibraltar,0.5310173697270472,0.27470674717537624,0.05038501913592471,0.09732348817720624,0.9500000000000001,0.5,0.05263157894736842,42.306662,-83.10107586,0.0,0.3027763226820325,163.0,Upper-Middle,Low,1.8999962000076,1.7124843889567005e-05,9.592122091999673e-07,0.0010740757821893524,5.452043084299016e-06,0.1457382888642419
1180,Sumpter Twp,0.3548387096774194,0.20382701118159874,0.2830901613331353,0.016450353826235286,0.7000000000000001,0.5,0.15789473684210525,42.292307,-83.12006645,0.0,0.25851231011000525,163.0,Upper-Middle,Low,1.3999972000056,0.00010130878493469645,4.876500177264518e-07,0.01906235988890027,7.200048571694533e-07,0.14448568951815327
6025,Capac,0.25558312655086846,0.15024795543546193,0.3094336581881386,0.0731010677022568,0.9,0.7000000000000001,0.05263157894736842,42.966147,-82.45550282,0.0,0.28627553693033003,147.0,Upper-Middle,Low,1.2857124489822156,3.19188417875805e-05,4.188210845831746e-07,0.001429971532281077,4.855563249288968e-07,0.1433673319315912
6030,Casco Twp,0.3126550868486353,0.23286230043296663,0.13313303309152483,0.0053014316414017265,0.8500000000000001,0.6000000000000001,0.0,42.9652815,-82.45297325,0.0,0.28156102671555794,147.0,Upper-Middle,Low,1.4166643055594905,0.00037718543778742403,3.523260848169893e-07,0.0,1.7490816962848428e-06,0.14219687336141543
1050,Garden City,0.3424317617866005,0.1655164351966334,0.2663147839229553,0.3436619448074312,0.8500000000000001,0.8,1.0,42.372107,-83.05508848,0.0,0.2624410686223153,163.0,Upper-Middle,Moderate,1.0624986718766603,7.759540872702793e-06,8.790020630265907e-07,0.005779336031267591,6.215044138897791e-07,0.14109952920003882
1145,Plymouth Twp,0.4913151364764269,0.37095302109981615,0.08898825374741848,0.12630924659032092,0.7000000000000001,0.55,0.21052631578947367,42.2935215,-83.12531227,0.0,0.2637506547930854,163.0,High,Low,1.2727249586818932,1.4514525803117387e-05,7.877523116284505e-07,0.003310384662747434,4.1685147978957765e-06,0.1405552928062442
1090,Hamtramck,0.0,0.056294651086462935,0.927620165749199,1.0,0.9500000000000001,0.5,0.05263157894736842,42.305196,-83.10162443,0.0,0.26898899947616556,151.0,Middle,Dense,1.8999962000076,1.6666650000016663e-06,4.233502058432099e-06,0.00010453377123133996,6.068711362466186e-08,0.14038061389923157
7010,Brighton Twp,0.39950372208436746,0.445078882649414,0.05742992636213468,0.039228014001012036,0.30000000000000004,0.0,0.0,42.763978,-82.48634364,0.0,0.03221581980094291,147.0,High,Low,300000.00000000006,0.0,0.1346128698233112,0.0,7.74981200621662e-06,0.13848714038837048
1200,Van Buren Twp,0.39454094292803965,0.21592579770613124,0.26992050540227164,0.060042884305242086,0.6000000000000001,0.5,0.15789473684210525,42.291358,-83.1218387,0.0,0.2456783656364589,163.0,Upper-Middle,Low,1.1999976000048,2.7757475818751437e-05,6.035595344448311e-07,0.005222873751822794,7.999577409896664e-07,0.13841615210486563
1135,Northville Twp,0.456575682382134,0.51359820878612,0.06074884693862539,0.14016466831741306,0.75,0.6000000000000001,0.2631578947368421,42.2915755,-83.12905231,0.0,0.24279727606076482,163.0,High,Low,1.2499979166701387,1.4268829336088829e-05,6.54107639745228e-07,0.003728940082830709,8.454312803536775e-06,0.13753870094050097
1150,Redford Twp,0.2754342431761788,0.17742189291382482,0.273628851262153,0.3232797935197236,0.8,0.55,0.15789473684210525,42.294439,-83.1139205,0.0,0.24751178627553694,163.0,Upper-Middle,Moderate,1.4545428099221636,5.671024601780063e-06,1.4069002111484506e-06,0.000970059569209145,6.484010867068906e-07,0.13741770011490323
1085,Grosse Pointe Woods,0.40446650124069483,0.457964472459637,0.09638883631124608,0.37451567502819466,0.9,0.4,0.05263157894736842,42.2987805,-83.10334573,0.0,0.24541644840230487,145.0,High,Moderate,2.2499943750140625,3.560144106355094e-06,2.371651012396405e-06,0.00027911674628971215,4.75116972894169e-06,0.13689738941652088
6010,Berlin Twp(St.Clair),0.5260545905707198,0.2891254793880019,0.13406860367922713,0.0035082258353440563,0.9,0.8500000000000001,0.0,42.945652,-82.45523137,0.0,0.2462022001047669,161.0,Upper-Middle,Low,1.0588222837384895,0.000807395552830114,5.020482592129211e-09,0.0,2.156532662539669e-06,0.13685002302208518
1105,Huron Twp,0.39205955334987597,0.2846339566314029,0.1690411320333666,0.032632458851404984,0.8,0.5,0.15789473684210525,42.297726,-83.11612888,0.0,0.22262964903090623,145.0,Upper-Middle,Low,1.5999968000064,5.1072326542391944e-05,4.1341117167257593e-07,0.009609818828071666,1.683804819589119e-06,0.13627272588416003
1095,Harper Woods,0.2506203473945411,0.15225317980927888,0.4751466724779736,0.4341790687315444,0.9,0.55,0.05263157894736842,42.3037565,-83.09738216,0.0,0.23991618648507074,161.0,Upper-Middle,Moderate,1.6363606611624342,4.222518409675991e-06,1.7607964080513194e-06,0.0002407615717379809,3.2043339077144884e-07,0.13605973847822123
1185,Taylor,0.2803970223325062,0.14367027996708914,0.3997746293984727,0.1967164152333875,0.8,0.5,0.15789473684210525,42.292521,-83.11428851,0.0,0.23598742797276062,163.0,Middle,Low,1.5999968000064,8.472390025505959e-06,1.082076037586935e-06,0.001594173179447653,3.593772841612792e-07,0.13587586130521206
2040,Bloomfield Twp,0.5285359801488835,0.5832145635040172,0.11345490016346314,0.12506904923266984,1.0,0.65,0.05263157894736842,42.62858,-83.35287844,0.0,0.23336825563122054,163.0,High,Low,1.5384591716012743,1.73236252800699e-05,4.905081969176587e-07,0.0008358026274591538,5.140451599817575e-06,0.13525539748776202
1190,Trenton,0.5285359801488835,0.22922052522491337,0.16615054858683675,0.18377807592442102,0.65,0.5,0.15789473684210525,42.2916165,-83.11626525,0.0,0.22812991094814042,163.0,Upper-Middle,Low,1.2999974000052,9.068859761554582e-06,1.0037097025108372e-06,0.001706405507362013,1.3795870527509078e-06,0.1347310282532897
2115,Independence Twp,0.3722084367245658,0.39157176320368314,0.11379711479543574,0.07356254927673352,0.0,0.0,0.0,44.595152,-85.07330861,0.0,0.0,79.0,High,Low,0.0,0.0,0.13860492228405033,0.0,3.4409336561293234e-06,0.13465191875774382
1115,Lincoln Park,0.19602977667493804,0.1330866517698578,0.532942543979407,0.5072768422510874,0.35000000000000003,0.35000000000000003,0.21052631578947367,42.295894,-83.12681422,0.0,0.21948664222105815,163.0,Middle,Moderate,0.9999971428653062,2.2998573355569535e-06,3.363928409603354e-06,0.0008242731462603095,2.497199811749671e-07,0.1331709392174019
3135,Washington Twp,0.4218362282878413,0.3299358418120754,0.1502572818502546,0.05267244179394707,0.0,0.0,0.0,45.08161,-84.16275019,0.0,0.012572027239392353,119.0,High,Low,0.0,0.0,0.12293211812532422,0.0,2.195791391657766e-06,0.13261927277551824
1160,Riverview,0.3523573200992557,0.19872852589032414,0.19071853320369492,0.20723932382192184,0.7000000000000001,0.5,0.05263157894736842,42.29442,-83.11156335,0.0,0.21529596647459404,163.0,Upper-Middle,Low,1.3999972000056,8.042192928142715e-06,1.0437572392757415e-06,0.0005044089578577159,1.0419935627572835e-06,0.13244538277727597
1175,Southgate,0.3076923076923077,0.16659098368394787,0.23018098252557406,0.3214568666741828,0.5,0.30000000000000004,0.21052631578947367,42.289667,-83.12479556,0.0,0.20796228391828186,163.0,Upper-Middle,Moderate,1.6666611111296294,3.110827587907691e-06,2.776559005301962e-06,0.0013007474584040923,7.237359842681822e-07,0.1315850946294529
5010,Bedford Twp,0.456575682382134,0.26430745574793524,0.17895894509814586,0.05819034467793035,1.0,0.6000000000000001,0.0,41.962944,-83.37182844,0.0,0.20220010476689368,163.0,Upper-Middle,Low,1.6666638888935181,3.4369372474022236e-05,2.6919594185436613e-07,0.0,1.476908453469757e-06,0.13032694145846282
1140,Plymouth,0.42431761786600497,0.37838494013551005,0.06494933573504003,0.3111564754876581,0.8500000000000001,0.7000000000000001,0.3157894736842105,42.2891765,-83.13392114,0.0,0.19774751178627556,163.0,High,Moderate,1.2142839795943148,7.498882453897154e-06,8.213023522486785e-07,0.0020157100632330616,5.825758032708295e-06,0.13026746037586048
1110,Inkster,0.18362282878411917,0.05417702624326161,0.8811267190878515,0.3062159787768966,0.75,0.55,0.05263157894736842,42.29738,-83.1124705,0.0,0.19984284965950763,163.0,Middle,Moderate,1.3636338843020284,5.987040106842221e-06,1.1851397130101367e-06,0.00034137191276148156,6.148600829326533e-08,0.13007854890087384
1165,Rockwood,0.3771712158808934,0.2599103493856191,0.24064890252466337,0.08616854267232808,0.75,0.5,0.05263157894736842,42.29505,-83.10834549,0.0,0.19303300157150344,71.0,Upper-Middle,Low,1.499997000006,1.9341714194821745e-05,5.036236573402072e-07,0.0012131186092354707,1.0800351326092134e-06,0.12931729356001753
6005,Algonac,0.5186104218362283,0.09961379198719535,0.42445639428706244,0.2179578032993633,0.9500000000000001,0.2,0.0,42.8057275,-82.49028552,0.0,0.19119958093242537,161.0,Middle,Low,4.749976250118749,3.0586819920781514e-06,3.3061131770809694e-06,0.0,2.3468501981102513e-07,0.12868050473696283
1120,Livonia,0.4491315136476427,0.3090338505253598,0.1053053240757911,0.1954877620493878,0.55,0.5,0.3157894736842105,42.2918205,-83.13188373,0.0,0.18072289156626503,145.0,Upper-Middle,Low,1.0999978000044,8.525639270484529e-06,8.691891934988607e-07,0.003208385218748339,2.9346181555339625e-06,0.1280709009575667
3005,Armada,0.3473945409429281,0.372104001906312,0.13643193688199523,0.18867153958440996,1.0,0.4,0.0,42.666965,-82.76867109,0.0,0.178103719224725,163.0,High,Low,2.499993750015625,7.066917826358163e-06,1.1791679137184826e-06,0.0,2.7273766174817116e-06,0.12671569145922804
1070,Grosse Pointe Farms,0.5955334987593054,0.5980019692562236,0.054088644912480895,0.27189482119929087,0.6000000000000001,0.35000000000000003,0.3684210526315789,42.412984,-83.02796902,0.0,0.17260345730749083,161.0,High,Moderate,1.714280816340525,4.290859129502905e-06,1.8443900666789446e-06,0.002691240811014299,1.105575697943319e-05,0.12670013400242752
