Tract Code (id),City,Median Age,Median Household Income,Percent People in Poverty,Population Density (Persons/Acre),# of Nearby Restaurants,# of Nearby Coffee Shops,# of Nearby Mosques,lat,lon,transit_stops,pedestrian_score,county_id,income_bracket,density_bracket
5045,Exeter Twp,0.5459057071960299,0.3329122062413733,0.18787127241483012,0.0042145599423387475,0.7000000000000001,0.75,0.42105263157894735,42.3966775,-83.00375687,0.0,0.4009952854897852,163.0,High,Low
5050,Frenchtown Twp,0.32754342431761796,0.16861419213286638,0.404374342007989,0.03499471282346568,0.8,0.9,0.42105263157894735,42.3941635,-83.00393448,0.0,0.40675746464117335,163.0,Upper-Middle,Low
5055,Ida Twp,0.3796526054590571,0.31391652691541644,0.06006658258029269,0.006966612224627714,0.9500000000000001,0.9500000000000001,0.9473684210526315,42.416058,-83.07251299,0.0,0.35306443163960183,163.0,Upper-Middle,Low
5060,LaSalle Twp,0.4267990074441689,0.2465751576978586,0.193521280882262,0.010149563181113746,0.8500000000000001,0.8,0.21052631578947367,42.3951235,-82.99165287,0.0,0.3033001571503405,163.0,Upper-Middle,Low
5065,London Twp,0.33746898263027314,0.21399700565149565,0.07553577327097664,0.003435117306647747,0.6000000000000001,0.8500000000000001,0.631578947368421,42.392775,-83.01054719,0.0,0.38606600314300676,163.0,Upper-Middle,Low
5070,Luna Pier,0.5409429280397023,0.1090194632652786,0.6557864434209453,0.058485548442187604,0.8,0.9500000000000001,0.42105263157894735,42.392903,-83.00180576,0.0,0.3766369827134625,163.0,Middle,Low
5075,Maybee,0.21836228287841186,0.11577697948466632,0.3142027807981866,0.023697142080188006,0.8,0.75,0.3684210526315789,42.399525,-83.00029961,0.0,0.30618124672603453,163.0,Middle,Low
5090,Monroe,0.2456575682382134,0.1436477998732123,0.4388347867303618,0.1472607593733333,0.05,0.0,0.0,43.5005485,-83.75334365,0.0,0.006024096385542167,17.0,Middle,Low
5095,Monroe Twp,0.4888337468982632,0.18091529950229074,0.33668323186005095,0.0575093889889424,0.0,0.0,0.0,43.7261865,-83.26967736,0.0,0.041644840230487166,63.0,Upper-Middle,Low
5105,Raisinville Twp,0.5583126550868488,0.267895278730684,0.10327056070873727,0.006390284089623363,0.0,0.0,0.0,43.511823,-83.70737661,0.0,0.0007857517024620219,17.0,Upper-Middle,Low
5110,South Rockwood,0.30024813895781644,0.22696352379967544,0.3368499664103358,0.04002819919100035,0.05,0.0,0.0,43.500437,-83.74239739,0.0,0.007595599790466211,17.0,Upper-Middle,Low
5115,Summerfield Twp,0.41439205955335,0.262239287111263,0.43658849833953456,0.0028398982491441137,0.05,0.0,0.0,43.51129,-83.72380072,0.0,0.006024096385542167,17.0,Upper-Middle,Low
6005,Algonac,0.5186104218362283,0.09961379198719535,0.42445639428706244,0.2179578032993633,0.9500000000000001,0.2,0.0,42.8057275,-82.49028552,0.0,0.1911995809324253,161.0,Middle,Low
6010,Berlin Twp(St.Clair),0.5260545905707198,0.2891254793880019,0.13406860367922713,0.0035082258353440563,0.9,0.8500000000000001,0.0,42.945652,-82.45523137,0.0,0.24620220010476684,161.0,Upper-Middle,Low
6020,Burtchville Twp,0.4491315136476427,0.17426568773351198,0.2678992297408194,0.016920962510892597,1.0,0.4,0.0,42.965223,-82.48607347,0.0,0.14981665793609217,147.0,Upper-Middle,Low
